2	0	2023	4	19	0	37	47	613763072	42.1399	31.9507	0	0	17	0	0	-1	3	3	40.95	9.73	1.10	0.07	0.0	0.0	0.0	1	1	0	1
2	0	2023	4	19	0	55	39	475425536	38.9358	40.2880	0	0	125	0	0	-1	5	7	7.32	16.60	1.23	0.74	16.8	25.1	25.1	0	1	0	1
2	0	2023	4	19	1	14	49	306456576	43.0571	39.1084	0	0	-53	0	0	-1	2	1	15.62	4.89	0.91	0.02	16.1	8.1	-20.0	0	1	0	1
2	0	2023	4	19	1	26	54	701181184	41.7357	32.3840	0	0	25	0	0	-1	5	7	38.05	9.10	1.22	1.09	15.2	10.4	3.1	0	1	0	1
2	0	2023	4	19	1	26	54	701428736	41.9865	32.5592	0	0	14	0	0	-1	3	3	36.59	8.33	1.13	0.02	0.0	0.0	0.0	1	1	0	1
2	0	2023	4	19	1	29	9	454931456	41.8124	32.4169	0	0	23	0	0	-1	3	3	38.83	11.92	1.14	2.21	6.8	8.1	3.2	0	1	0	1
2	0	2023	4	19	3	49	4	41510656	41.8676	34.8024	0	0	240	0	0	-1	7	11	36.39	4.98	0.76	1.22	18.4	35.2	30.0	0	1	0	1
2	0	2023	4	19	5	13	13	410851840	41.8264	33.2961	0	0	149	0	0	-1	7	11	40.28	5.96	0.77	0.51	14.9	24.4	29.0	0	1	0	1
2	0	2023	4	19	5	17	49	170296320	42.4244	34.8409	0	0	-20	0	0	-1	3	3	37.68	12.40	1.21	0.24	6.9	4.0	-7.6	1	1	0	1
2	0	2023	4	19	7	21	33	332913664	43.2676	41.1880	0	0	-12	0	0	-1	3	3	22.32	3.88	0.73	0.76	17.9	8.6	-0.0	1	1	0	1
2	0	2023	4	19	7	21	33	337390592	43.2326	41.2422	0	0	-43	0	0	-1	3	3	160.99	3.02	0.83	3.40	22.6	9.0	-3.7	0	1	0	1
2	0	2023	4	19	7	22	55	995128832	43.2552	41.1929	0	0	-16	0	0	-1	2	1	159.96	6.59	0.67	5.96	19.3	5.7	-2.1	1	1	0	1
2	0	2023	4	19	7	27	45	52736000	43.3995	41.2084	0	0	-17	0	0	-1	3	3	169.66	1.57	0.53	1.04	7.7	8.0	-2.6	0	1	0	1
2	0	2023	4	19	7	30	56	748871936	43.3346	41.2599	0	0	-16	0	0	-1	2	1	157.08	6.56	0.64	3.53	7.3	8.2	-2.5	0	1	0	1
2	0	2023	4	19	7	51	57	678878208	43.1535	41.5085	0	0	-18	0	0	-1	2	1	155.39	7.68	0.70	0.86	5.6	10.8	-0.0	1	1	0	1
2	0	2023	4	19	7	51	57	778292992	43.0989	41.5471	0	0	-24	0	0	-1	2	1	154.39	6.89	0.80	7.43	4.5	22.8	-0.0	0	1	0	1
2	0	2023	4	19	7	56	13	750370304	43.1430	41.6300	0	0	-18	0	0	-1	2	1	153.48	8.24	0.86	7.26	5.4	13.7	-0.0	0	1	0	1
2	0	2023	4	19	7	56	13	870009088	43.1810	41.6607	0	0	-73	0	0	-1	3	3	153.40	3.28	0.73	0.47	21.8	29.1	-0.0	0	1	0	1
2	0	2023	4	19	8	3	13	922131968	43.1826	41.6291	0	0	-16	0	0	-1	2	1	153.64	8.77	0.73	2.44	4.5	8.6	-0.0	0	1	0	1
2	0	2023	4	19	8	9	36	660182272	38.9512	38.7597	0	0	129	0	0	-1	6	9	15.45	12.08	1.48	2.61	17.1	17.9	15.5	0	1	0	1
2	0	2023	4	19	8	11	47	144457728	43.2057	41.7647	0	0	-15	0	0	-1	2	1	151.91	9.65	0.72	7.66	4.4	11.9	-0.0	0	1	0	1
2	0	2023	4	19	8	16	36	847966720	43.2814	41.7592	0	0	-15	0	0	-1	3	3	170.71	1.45	0.51	0.14	8.5	26.9	-0.0	0	1	0	1
2	0	2023	4	19	8	17	33	331802880	43.3037	41.7651	0	0	-21	0	0	-1	3	3	170.86	1.43	0.50	0.62	9.8	16.1	-0.0	0	1	0	1
2	0	2023	4	19	8	17	33	345690624	43.1515	41.8708	0	0	-16	0	0	-1	2	1	150.79	10.03	0.76	5.74	9.7	19.6	-0.0	0	1	0	1
2	0	2023	4	19	8	18	35	630293248	43.2324	41.8284	0	0	-56	0	0	-1	3	3	150.02	3.45	0.73	1.01	13.7	8.0	-0.0	0	1	0	1
2	0	2023	4	19	8	20	1	638931200	43.2096	41.9014	0	0	-89	0	0	-1	4	5	149.26	3.68	0.85	1.64	26.1	1.7	-0.0	0	1	0	1
2	0	2023	4	19	8	20	46	44811008	43.2904	41.8325	0	0	-53	0	0	-1	3	3	150.40	3.85	0.72	1.10	17.9	8.8	-0.0	0	1	0	1
2	0	2023	4	19	8	22	6	903803392	43.3218	41.7925	0	0	-27	0	0	-1	4	5	173.63	1.32	0.49	1.19	9.9	9.8	-0.0	1	1	0	1
2	0	2023	4	19	8	23	30	730534912	43.5915	41.9806	0	0	-65	0	0	-1	4	5	140.41	2.73	0.72	0.89	10.1	30.4	-0.0	0	1	0	1
2	0	2023	4	19	8	26	9	914424320	43.5738	42.0052	0	0	-32	0	0	-1	3	3	145.75	4.23	0.64	1.98	3.7	21.6	-0.0	0	1	0	1
2	0	2023	4	19	8	33	35	934306304	43.6822	41.9511	0	0	-12	0	0	-1	2	1	143.58	7.13	0.64	0.00	3.9	11.9	-0.0	1	1	0	1
2	0	2023	4	19	8	39	51	821431552	43.5411	42.2572	0	0	-23	0	0	-1	2	1	140.47	6.10	0.71	0.87	4.4	26.0	-0.0	0	1	0	1
2	0	2023	4	19	8	43	49	150509824	40.3876	39.7165	0	0	27	0	0	-1	3	3	16.51	12.72	1.19	3.12	8.0	23.8	0.0	0	1	0	1
2	0	2023	4	19	8	43	50	357535488	43.2225	42.2009	0	0	-20	0	0	-1	2	1	145.06	9.08	0.80	2.37	13.7	26.8	-0.0	0	1	0	1
2	0	2023	4	19	8	45	51	956523008	40.5253	39.7551	0	0	18	0	0	-1	3	3	16.76	9.27	1.18	0.65	6.2	24.1	0.0	0	1	0	1
2	0	2023	4	19	8	50	39	66479872	43.5977	42.3291	0	0	-38	0	0	-1	2	1	139.75	4.59	0.77	7.11	2.1	20.1	-0.0	0	1	0	1
2	0	2023	4	19	8	50	39	112099584	43.5904	42.3326	0	0	-24	0	0	-1	2	1	139.28	5.71	0.73	0.87	2.0	21.0	-0.0	0	1	0	1
2	0	2023	4	19	8	51	6	889506816	43.1598	42.3376	0	0	-21	0	0	-1	2	1	143.54	9.63	0.88	4.37	8.9	25.7	-0.0	0	1	0	1
2	0	2023	4	19	8	51	6	937152768	43.2559	42.2334	0	0	-32	0	0	-1	2	1	145.28	6.55	0.78	0.14	10.5	27.4	-0.0	0	1	0	1
2	0	2023	4	19	8	54	32	713223424	43.5999	42.3034	0	0	-69	0	0	-1	3	3	139.41	3.29	0.70	0.37	11.6	1.7	-0.0	0	1	0	1
2	0	2023	4	19	8	58	7	182672896	43.7831	42.3265	0	0	-27	0	0	-1	2	1	137.70	4.38	0.69	0.02	6.0	18.5	-0.0	0	1	0	1
2	0	2023	4	19	8	58	7	722616320	43.7283	42.3611	0	0	-50	0	0	-1	3	3	137.46	3.41	0.72	0.39	14.8	20.9	-0.0	0	1	0	1
2	0	2023	4	19	8	59	3	654673152	43.2720	42.5739	0	0	-56	0	0	-1	3	3	140.53	4.80	0.80	0.89	10.5	12.3	-0.0	0	1	0	1
2	0	2023	4	19	8	59	3	714805504	43.3528	42.4606	0	0	-39	0	0	-1	3	3	143.02	4.56	0.72	1.13	6.4	12.8	-0.0	0	1	0	1
2	0	2023	4	19	8	59	3	774580736	43.3169	42.5042	0	0	-36	0	0	-1	3	3	138.99	5.05	0.85	1.09	5.8	11.3	-0.0	0	1	0	1
2	0	2023	4	19	9	1	5	97570560	40.4535	39.7678	0	0	20	0	0	-1	3	3	15.48	10.05	1.23	1.50	4.5	20.4	0.0	0	1	0	1
2	0	2023	4	19	9	1	7	512078848	43.7394	42.3028	0	0	-24	0	0	-1	3	3	143.86	4.30	0.65	0.75	3.0	19.3	-0.0	0	1	0	1
2	0	2023	4	19	9	1	31	771006976	43.7717	42.2978	0	0	-18	0	0	-1	2	1	137.23	5.48	0.68	1.13	6.8	21.6	-0.0	0	1	0	1
2	0	2023	4	19	9	1	39	823773696	40.5639	39.8932	0	0	-17	0	0	-1	3	3	15.09	10.46	1.19	0.95	8.7	27.9	-0.0	0	1	0	1
2	0	2023	4	19	9	1	51	776365568	43.7496	42.4008	0	0	-40	0	0	-1	3	3	136.24	3.68	0.71	0.38	7.5	15.4	-0.0	0	1	0	1
2	0	2023	4	19	9	2	12	949888512	43.7665	42.3437	0	0	-23	0	0	-1	3	3	138.00	4.27	0.68	1.80	7.0	17.6	-0.0	0	1	0	1
2	0	2023	4	19	9	3	59	756959488	43.7923	42.2567	0	0	-34	0	0	-1	4	5	139.67	3.11	0.62	0.86	5.4	29.4	-0.0	0	1	0	1
2	0	2023	4	19	9	3	59	843548672	43.7870	42.2964	0	0	-10	0	0	-1	2	1	136.77	8.29	0.71	1.15	10.5	1.0	-0.0	1	1	0	1
2	0	2023	4	19	9	4	17	666713088	43.7269	42.4337	0	0	-30	0	0	-1	2	1	136.87	4.66	0.74	5.51	5.6	30.4	-0.0	0	1	0	1
2	0	2023	4	19	9	4	17	765730048	43.7275	42.4191	0	0	-49	0	0	-1	2	1	136.39	3.92	0.71	0.03	2.4	30.4	-0.0	0	1	0	1
2	0	2023	4	19	9	4	17	824732416	43.6915	42.4743	0	0	-35	0	0	-1	2	1	137.50	4.75	0.73	2.37	2.0	23.5	-0.0	0	1	0	1
2	0	2023	4	19	9	4	18	42036224	43.7503	42.3920	0	0	-32	0	0	-1	3	3	136.91	4.05	0.71	0.82	1.7	30.4	-0.0	0	1	0	1
2	0	2023	4	19	9	4	18	110512640	43.8314	42.2801	0	0	-25	0	0	-1	4	5	172.39	0.92	0.44	0.71	1.8	26.7	-0.0	0	1	0	1
2	0	2023	4	19	9	6	21	830430976	43.7135	42.3817	0	0	-24	0	0	-1	2	1	136.64	5.00	0.71	0.72	6.6	12.0	-0.0	0	1	0	1
2	0	2023	4	19	9	6	22	138171904	43.8154	42.3316	0	0	-23	0	0	-1	2	1	135.49	4.47	0.69	0.27	6.6	14.9	-0.0	0	1	0	1
2	0	2023	4	19	9	7	3	619918080	43.7983	42.3412	0	0	-31	0	0	-1	3	3	136.38	3.59	0.68	0.32	5.5	20.7	-0.0	0	1	0	1
2	0	2023	4	19	9	8	30	29686784	43.7459	42.3690	0	0	-41	0	0	-1	3	3	143.79	4.09	0.97	1.82	11.9	27.9	-0.0	0	1	0	1
2	0	2023	4	19	9	9	48	581419264	43.7980	42.4770	0	0	-45	0	0	-1	4	5	135.97	3.14	0.67	0.96	4.8	19.4	-0.0	0	1	0	1
2	0	2023	4	19	9	10	8	899084800	43.7448	42.3907	0	0	-43	0	0	-1	3	3	137.05	3.43	0.70	0.45	8.1	19.6	-0.0	0	1	0	1
2	0	2023	4	19	9	10	9	38709248	43.7139	42.4231	0	0	-43	0	0	-1	3	3	136.26	3.93	0.73	1.04	2.4	30.4	-0.0	0	1	0	1
